"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH","BASEFLOW","QUICKFLOW","RATIO"
"5583",5583,"18/04/2009",2,2009-04-18,2009,"2009",4,"Apr",16,108,30,1.868,0.132,0.066
"5584",5584,"19/04/2009",1.9,2009-04-19,2009,"2009",4,"Apr",16,109,30,1.862,0.038,0.02
"5585",5585,"20/04/2009",1.9,2009-04-20,2009,"2009",4,"Apr",16,110,30,1.859,0.041,0.022
"5586",5586,"21/04/2009",1.9,2009-04-21,2009,"2009",4,"Apr",16,111,30,1.855,0.045,0.024
"5587",5587,"22/04/2009",2,2009-04-22,2009,"2009",4,"Apr",16,112,30,1.851,0.149,0.074
"5588",5588,"23/04/2009",2.1,2009-04-23,2009,"2009",4,"Apr",17,113,30,1.847,0.253,0.12
"5589",5589,"24/04/2009",2,2009-04-24,2009,"2009",4,"Apr",17,114,30,1.841,0.159,0.08
"5590",5590,"25/04/2009",1.9,2009-04-25,2009,"2009",4,"Apr",17,115,30,1.835,0.065,0.034
"5591",5591,"26/04/2009",1.9,2009-04-26,2009,"2009",4,"Apr",17,116,30,1.83,0.07,0.037
"5592",5592,"27/04/2009",1.9,2009-04-27,2009,"2009",4,"Apr",17,117,30,1.824,0.076,0.04
"5593",5593,"28/04/2009",2,2009-04-28,2009,"2009",4,"Apr",17,118,30,1.818,0.182,0.091
"5594",5594,"29/04/2009",1.9,2009-04-29,2009,"2009",4,"Apr",17,119,30,1.811,0.089,0.047
"5595",5595,"30/04/2009",1.9,2009-04-30,2009,"2009",4,"Apr",18,120,30,1.804,0.096,0.051
"5596",5596,"01/05/2009",1.8,2009-05-01,2009,"2009",5,"May",18,121,31,1.8,0,0
"5597",5597,"02/05/2009",1.8,2009-05-02,2009,"2009",5,"May",18,122,31,1.8,0,0
"5598",5598,"03/05/2009",2.2,2009-05-03,2009,"2009",5,"May",18,123,31,1.801,0.399,0.181
"5599",5599,"04/05/2009",2,2009-05-04,2009,"2009",5,"May",18,124,31,1.802,0.198,0.099
"5600",5600,"05/05/2009",1.9,2009-05-05,2009,"2009",5,"May",18,125,31,1.805,0.095,0.05
"5601",5601,"06/05/2009",3.2,2009-05-06,2009,"2009",5,"May",18,126,31,1.81,1.39,0.434
"5602",5602,"07/05/2009",2.3,2009-05-07,2009,"2009",5,"May",19,127,31,1.819,0.481,0.209
"5603",5603,"08/05/2009",4.3,2009-05-08,2009,"2009",5,"May",19,128,31,1.831,2.469,0.574
"5604",5604,"09/05/2009",2.7,2009-05-09,2009,"2009",5,"May",19,129,31,1.844,0.856,0.317
"5605",5605,"10/05/2009",2.2,2009-05-10,2009,"2009",5,"May",19,130,31,1.855,0.345,0.157
"5606",5606,"11/05/2009",2.1,2009-05-11,2009,"2009",5,"May",19,131,31,1.863,0.237,0.113
"5607",5607,"12/05/2009",2.4,2009-05-12,2009,"2009",5,"May",19,132,31,1.871,0.529,0.22
"5608",5608,"13/05/2009",2.1,2009-05-13,2009,"2009",5,"May",19,133,31,1.876,0.224,0.107
"5609",5609,"14/05/2009",2.2,2009-05-14,2009,"2009",5,"May",20,134,31,1.881,0.319,0.145
"5610",5610,"15/05/2009",2.1,2009-05-15,2009,"2009",5,"May",20,135,31,1.884,0.216,0.103
"5611",5611,"16/05/2009",2,2009-05-16,2009,"2009",5,"May",20,136,31,1.886,0.114,0.057
"5612",5612,"17/05/2009",1.9,2009-05-17,2009,"2009",5,"May",20,137,31,1.887,0.013,0.007
"5613",5613,"18/05/2009",2.1,2009-05-18,2009,"2009",5,"May",20,138,31,1.888,0.212,0.101
"5614",5614,"19/05/2009",2,2009-05-19,2009,"2009",5,"May",20,139,31,1.89,0.11,0.055
"5615",5615,"20/05/2009",2,2009-05-20,2009,"2009",5,"May",20,140,31,1.892,0.108,0.054
"5616",5616,"21/05/2009",2,2009-05-21,2009,"2009",5,"May",21,141,31,1.895,0.105,0.052
"5617",5617,"22/05/2009",2.6,2009-05-22,2009,"2009",5,"May",21,142,31,1.899,0.701,0.27
"5618",5618,"23/05/2009",5.9,2009-05-23,2009,"2009",5,"May",21,143,31,1.905,3.995,0.677
"5619",5619,"24/05/2009",2.1,2009-05-24,2009,"2009",5,"May",21,144,31,1.914,0.186,0.089
"5620",5620,"25/05/2009",2.5,2009-05-25,2009,"2009",5,"May",21,145,31,1.921,0.579,0.232
"5621",5621,"26/05/2009",2,2009-05-26,2009,"2009",5,"May",21,146,31,1.927,0.073,0.036
"5622",5622,"27/05/2009",4.7,2009-05-27,2009,"2009",5,"May",21,147,31,1.933,2.767,0.589
"5623",5623,"28/05/2009",3.2,2009-05-28,2009,"2009",5,"May",22,148,31,1.938,1.262,0.394
"5624",5624,"29/05/2009",2.2,2009-05-29,2009,"2009",5,"May",22,149,31,1.942,0.258,0.117
"5625",5625,"30/05/2009",2.4,2009-05-30,2009,"2009",5,"May",22,150,31,1.944,0.456,0.19
"5626",5626,"31/05/2009",3,2009-05-31,2009,"2009",5,"May",22,151,31,1.941,1.059,0.353
"5627",5627,"01/06/2009",2.2,2009-06-01,2009,"2009",6,"Jun",22,152,30,1.918,0.282,0.128
"5628",5628,"02/06/2009",2,2009-06-02,2009,"2009",6,"Jun",22,153,30,1.904,0.096,0.048
"5629",5629,"03/06/2009",1.9,2009-06-03,2009,"2009",6,"Jun",22,154,30,1.9,0,0
"5630",5630,"04/06/2009",1.9,2009-06-04,2009,"2009",6,"Jun",23,155,30,1.9,0,0
"5631",5631,"05/06/2009",4.3,2009-06-05,2009,"2009",6,"Jun",23,156,30,1.903,2.397,0.557
"5632",5632,"06/06/2009",3.5,2009-06-06,2009,"2009",6,"Jun",23,157,30,1.909,1.591,0.455
"5633",5633,"07/06/2009",2.6,2009-06-07,2009,"2009",6,"Jun",23,158,30,1.914,0.686,0.264
"5634",5634,"08/06/2009",2.5,2009-06-08,2009,"2009",6,"Jun",23,159,30,1.917,0.583,0.233
"5635",5635,"09/06/2009",2.3,2009-06-09,2009,"2009",6,"Jun",23,160,30,1.918,0.382,0.166
"5636",5636,"10/06/2009",2,2009-06-10,2009,"2009",6,"Jun",23,161,30,1.904,0.096,0.048
"5637",5637,"11/06/2009",1.9,2009-06-11,2009,"2009",6,"Jun",24,162,30,1.9,0,0
"5638",5638,"12/06/2009",2.7,2009-06-12,2009,"2009",6,"Jun",24,163,30,1.901,0.799,0.296
"5639",5639,"13/06/2009",4,2009-06-13,2009,"2009",6,"Jun",24,164,30,1.907,2.093,0.523
"5640",5640,"14/06/2009",4.1,2009-06-14,2009,"2009",6,"Jun",24,165,30,1.923,2.177,0.531
"5641",5641,"15/06/2009",3,2009-06-15,2009,"2009",6,"Jun",24,166,30,1.946,1.054,0.351
"5642",5642,"16/06/2009",7,2009-06-16,2009,"2009",6,"Jun",24,167,30,1.98,5.02,0.717
"5643",5643,"17/06/2009",2.9,2009-06-17,2009,"2009",6,"Jun",24,168,30,2.025,0.875,0.302
"5644",5644,"18/06/2009",6.1,2009-06-18,2009,"2009",6,"Jun",25,169,30,2.079,4.021,0.659
"5645",5645,"19/06/2009",4.6,2009-06-19,2009,"2009",6,"Jun",25,170,30,2.141,2.459,0.535
"5646",5646,"20/06/2009",5.8,2009-06-20,2009,"2009",6,"Jun",25,171,30,2.211,3.589,0.619
"5647",5647,"21/06/2009",4,2009-06-21,2009,"2009",6,"Jun",25,172,30,2.28,1.72,0.43
"5648",5648,"22/06/2009",3.5,2009-06-22,2009,"2009",6,"Jun",25,173,30,2.342,1.158,0.331
"5649",5649,"23/06/2009",3.1,2009-06-23,2009,"2009",6,"Jun",25,174,30,2.4,0.7,0.226
"5650",5650,"24/06/2009",4.9,2009-06-24,2009,"2009",6,"Jun",25,175,30,2.452,2.448,0.5
"5651",5651,"25/06/2009",3.6,2009-06-25,2009,"2009",6,"Jun",26,176,30,2.5,1.1,0.306
"5652",5652,"26/06/2009",4.4,2009-06-26,2009,"2009",6,"Jun",26,177,30,2.544,1.856,0.422
"5653",5653,"27/06/2009",4.9,2009-06-27,2009,"2009",6,"Jun",26,178,30,2.583,2.317,0.473
"5654",5654,"28/06/2009",4.8,2009-06-28,2009,"2009",6,"Jun",26,179,30,2.617,2.183,0.455
"5655",5655,"29/06/2009",4.2,2009-06-29,2009,"2009",6,"Jun",26,180,30,2.646,1.554,0.37
"5656",5656,"30/06/2009",4.3,2009-06-30,2009,"2009",6,"Jun",26,181,30,2.669,1.631,0.379
"5657",5657,"01/07/2009",3.6,2009-07-01,2009,"2009",7,"Jul",26,182,31,2.686,0.914,0.254
"5658",5658,"02/07/2009",3.6,2009-07-02,2009,"2009",7,"Jul",27,183,31,2.697,0.903,0.251
"5659",5659,"03/07/2009",3.7,2009-07-03,2009,"2009",7,"Jul",27,184,31,2.703,0.997,0.269
"5660",5660,"04/07/2009",4,2009-07-04,2009,"2009",7,"Jul",27,185,31,2.676,1.324,0.331
"5661",5661,"05/07/2009",3.3,2009-07-05,2009,"2009",7,"Jul",27,186,31,2.612,0.688,0.208
"5662",5662,"06/07/2009",3.1,2009-07-06,2009,"2009",7,"Jul",27,187,31,2.564,0.536,0.173
"5663",5663,"07/07/2009",2.8,2009-07-07,2009,"2009",7,"Jul",27,188,31,2.533,0.267,0.095
"5664",5664,"08/07/2009",2.8,2009-07-08,2009,"2009",7,"Jul",27,189,31,2.511,0.289,0.103
"5665",5665,"09/07/2009",2.5,2009-07-09,2009,"2009",7,"Jul",28,190,31,2.5,0,0
"5666",5666,"10/07/2009",5.5,2009-07-10,2009,"2009",7,"Jul",28,191,31,2.504,2.996,0.545
"5667",5667,"11/07/2009",4.7,2009-07-11,2009,"2009",7,"Jul",28,192,31,2.519,2.181,0.464
"5668",5668,"12/07/2009",3.7,2009-07-12,2009,"2009",7,"Jul",28,193,31,2.542,1.158,0.313
"5669",5669,"13/07/2009",3.4,2009-07-13,2009,"2009",7,"Jul",28,194,31,2.564,0.836,0.246
"5670",5670,"14/07/2009",3.1,2009-07-14,2009,"2009",7,"Jul",28,195,31,2.584,0.516,0.166
"5671",5671,"15/07/2009",3,2009-07-15,2009,"2009",7,"Jul",28,196,31,2.602,0.398,0.133
"5672",5672,"16/07/2009",2.9,2009-07-16,2009,"2009",7,"Jul",29,197,31,2.618,0.282,0.097
"5673",5673,"17/07/2009",2.8,2009-07-17,2009,"2009",7,"Jul",29,198,31,2.631,0.169,0.06
"5674",5674,"18/07/2009",6,2009-07-18,2009,"2009",7,"Jul",29,199,31,2.649,3.351,0.558
"5675",5675,"19/07/2009",4.3,2009-07-19,2009,"2009",7,"Jul",29,200,31,2.675,1.625,0.378
"5676",5676,"20/07/2009",3.4,2009-07-20,2009,"2009",7,"Jul",29,201,31,2.708,0.692,0.204
"5677",5677,"21/07/2009",3.6,2009-07-21,2009,"2009",7,"Jul",29,202,31,2.742,0.858,0.238
"5678",5678,"22/07/2009",4.9,2009-07-22,2009,"2009",7,"Jul",29,203,31,2.773,2.127,0.434
"5679",5679,"23/07/2009",3.5,2009-07-23,2009,"2009",7,"Jul",30,204,31,2.801,0.699,0.2
"5680",5680,"24/07/2009",3.3,2009-07-24,2009,"2009",7,"Jul",30,205,31,2.826,0.474,0.144
"5681",5681,"25/07/2009",3.4,2009-07-25,2009,"2009",7,"Jul",30,206,31,2.849,0.551,0.162
"5682",5682,"26/07/2009",3.9,2009-07-26,2009,"2009",7,"Jul",30,207,31,2.868,1.032,0.265
"5683",5683,"27/07/2009",4.6,2009-07-27,2009,"2009",7,"Jul",30,208,31,2.885,1.715,0.373
"5684",5684,"28/07/2009",3.3,2009-07-28,2009,"2009",7,"Jul",30,209,31,2.899,0.401,0.122
"5685",5685,"29/07/2009",3.2,2009-07-29,2009,"2009",7,"Jul",30,210,31,2.91,0.29,0.091
"5686",5686,"30/07/2009",3.4,2009-07-30,2009,"2009",7,"Jul",31,211,31,2.92,0.48,0.141
"5687",5687,"31/07/2009",3.4,2009-07-31,2009,"2009",7,"Jul",31,212,31,2.928,0.472,0.139
"5688",5688,"01/08/2009",3.1,2009-08-01,2009,"2009",8,"Aug",31,213,31,2.934,0.166,0.054
"5689",5689,"02/08/2009",3,2009-08-02,2009,"2009",8,"Aug",31,214,31,2.939,0.061,0.02
"5690",5690,"03/08/2009",3.1,2009-08-03,2009,"2009",8,"Aug",31,215,31,2.944,0.156,0.05
"5691",5691,"04/08/2009",4.4,2009-08-04,2009,"2009",8,"Aug",31,216,31,2.95,1.45,0.33
"5692",5692,"05/08/2009",5.1,2009-08-05,2009,"2009",8,"Aug",31,217,31,2.963,2.137,0.419
"5693",5693,"06/08/2009",6.1,2009-08-06,2009,"2009",8,"Aug",32,218,31,2.981,3.119,0.511
"5694",5694,"07/08/2009",4.5,2009-08-07,2009,"2009",8,"Aug",32,219,31,2.999,1.501,0.334
"5695",5695,"08/08/2009",3.9,2009-08-08,2009,"2009",8,"Aug",32,220,31,3.013,0.887,0.227
"5696",5696,"09/08/2009",4.2,2009-08-09,2009,"2009",8,"Aug",32,221,31,3.025,1.175,0.28
"5697",5697,"10/08/2009",3.8,2009-08-10,2009,"2009",8,"Aug",32,222,31,3.033,0.767,0.202
"5698",5698,"11/08/2009",3.8,2009-08-11,2009,"2009",8,"Aug",32,223,31,3.037,0.763,0.201
"5699",5699,"12/08/2009",3.4,2009-08-12,2009,"2009",8,"Aug",32,224,31,3.03,0.37,0.109
"5700",5700,"13/08/2009",3.2,2009-08-13,2009,"2009",8,"Aug",33,225,31,3.008,0.192,0.06
"5701",5701,"14/08/2009",3.2,2009-08-14,2009,"2009",8,"Aug",33,226,31,2.992,0.208,0.065
"5702",5702,"15/08/2009",3.5,2009-08-15,2009,"2009",8,"Aug",33,227,31,2.975,0.525,0.15
"5703",5703,"16/08/2009",3.6,2009-08-16,2009,"2009",8,"Aug",33,228,31,2.955,0.645,0.179
"5704",5704,"17/08/2009",3.8,2009-08-17,2009,"2009",8,"Aug",33,229,31,2.93,0.87,0.229
"5705",5705,"18/08/2009",3.8,2009-08-18,2009,"2009",8,"Aug",33,230,31,2.901,0.899,0.237
"5706",5706,"19/08/2009",4.6,2009-08-19,2009,"2009",8,"Aug",33,231,31,2.865,1.735,0.377
"5707",5707,"20/08/2009",4.1,2009-08-20,2009,"2009",8,"Aug",34,232,31,2.821,1.279,0.312
"5708",5708,"21/08/2009",3.9,2009-08-21,2009,"2009",8,"Aug",34,233,31,2.768,1.132,0.29
"5709",5709,"22/08/2009",3.5,2009-08-22,2009,"2009",8,"Aug",34,234,31,2.709,0.791,0.226
"5710",5710,"23/08/2009",3.3,2009-08-23,2009,"2009",8,"Aug",34,235,31,2.653,0.647,0.196
"5711",5711,"24/08/2009",3.1,2009-08-24,2009,"2009",8,"Aug",34,236,31,2.608,0.492,0.159
"5712",5712,"25/08/2009",3,2009-08-25,2009,"2009",8,"Aug",34,237,31,2.573,0.427,0.142
"5713",5713,"26/08/2009",2.9,2009-08-26,2009,"2009",8,"Aug",34,238,31,2.542,0.358,0.123
"5714",5714,"27/08/2009",2.7,2009-08-27,2009,"2009",8,"Aug",35,239,31,2.521,0.179,0.066
"5715",5715,"28/08/2009",2.9,2009-08-28,2009,"2009",8,"Aug",35,240,31,2.506,0.394,0.136
"5716",5716,"29/08/2009",2.6,2009-08-29,2009,"2009",8,"Aug",35,241,31,2.494,0.106,0.041
"5717",5717,"30/08/2009",2.5,2009-08-30,2009,"2009",8,"Aug",35,242,31,2.49,0.01,0.004
"5718",5718,"31/08/2009",5.3,2009-08-31,2009,"2009",8,"Aug",35,243,31,2.485,2.815,0.531
"5719",5719,"01/09/2009",3,2009-09-01,2009,"2009",9,"Sep",35,244,30,2.47,0.53,0.177
"5720",5720,"02/09/2009",3,2009-09-02,2009,"2009",9,"Sep",35,245,30,2.449,0.551,0.184
"5721",5721,"03/09/2009",2.9,2009-09-03,2009,"2009",9,"Sep",36,246,30,2.425,0.475,0.164
"5722",5722,"04/09/2009",2.8,2009-09-04,2009,"2009",9,"Sep",36,247,30,2.397,0.403,0.144
"5723",5723,"05/09/2009",3.3,2009-09-05,2009,"2009",9,"Sep",36,248,30,2.367,0.933,0.283
"5724",5724,"06/09/2009",2.7,2009-09-06,2009,"2009",9,"Sep",36,249,30,2.336,0.364,0.135
"5725",5725,"07/09/2009",2.5,2009-09-07,2009,"2009",9,"Sep",36,250,30,2.315,0.185,0.074
"5726",5726,"08/09/2009",2.4,2009-09-08,2009,"2009",9,"Sep",36,251,30,2.304,0.096,0.04
"5727",5727,"09/09/2009",2.3,2009-09-09,2009,"2009",9,"Sep",36,252,30,2.3,0,0
"5728",5728,"10/09/2009",2.5,2009-09-10,2009,"2009",9,"Sep",37,253,30,2.3,0.2,0.08
"5729",5729,"11/09/2009",7,2009-09-11,2009,"2009",9,"Sep",37,254,30,2.308,4.692,0.67
"5730",5730,"12/09/2009",3.9,2009-09-12,2009,"2009",9,"Sep",37,255,30,2.324,1.576,0.404
"5731",5731,"13/09/2009",3.2,2009-09-13,2009,"2009",9,"Sep",37,256,30,2.341,0.859,0.268
"5732",5732,"14/09/2009",3,2009-09-14,2009,"2009",9,"Sep",37,257,30,2.355,0.645,0.215
"5733",5733,"15/09/2009",2.8,2009-09-15,2009,"2009",9,"Sep",37,258,30,2.366,0.434,0.155
"5734",5734,"16/09/2009",2.8,2009-09-16,2009,"2009",9,"Sep",37,259,30,2.375,0.425,0.152
"5735",5735,"17/09/2009",2.6,2009-09-17,2009,"2009",9,"Sep",38,260,30,2.382,0.218,0.084
"5736",5736,"18/09/2009",3.3,2009-09-18,2009,"2009",9,"Sep",38,261,30,2.387,0.913,0.277
"5737",5737,"19/09/2009",3,2009-09-19,2009,"2009",9,"Sep",38,262,30,2.39,0.61,0.203
"5738",5738,"20/09/2009",2.6,2009-09-20,2009,"2009",9,"Sep",38,263,30,2.392,0.208,0.08
"5739",5739,"21/09/2009",2.4,2009-09-21,2009,"2009",9,"Sep",38,264,30,2.393,0.007,0.003
"5740",5740,"22/09/2009",2.8,2009-09-22,2009,"2009",9,"Sep",38,265,30,2.394,0.406,0.145
"5741",5741,"23/09/2009",2.5,2009-09-23,2009,"2009",9,"Sep",38,266,30,2.396,0.104,0.042
"5742",5742,"24/09/2009",5.5,2009-09-24,2009,"2009",9,"Sep",39,267,30,2.403,3.097,0.563
"5743",5743,"25/09/2009",3.7,2009-09-25,2009,"2009",9,"Sep",39,268,30,2.416,1.284,0.347
"5744",5744,"26/09/2009",2.9,2009-09-26,2009,"2009",9,"Sep",39,269,30,2.429,0.471,0.162
"5745",5745,"27/09/2009",2.7,2009-09-27,2009,"2009",9,"Sep",39,270,30,2.44,0.26,0.096
"5746",5746,"28/09/2009",3.3,2009-09-28,2009,"2009",9,"Sep",39,271,30,2.449,0.851,0.258
"5747",5747,"29/09/2009",3.3,2009-09-29,2009,"2009",9,"Sep",39,272,30,2.457,0.843,0.255
"5748",5748,"30/09/2009",2.7,2009-09-30,2009,"2009",9,"Sep",39,273,30,2.463,0.237,0.088
"5749",5749,"01/10/2009",2.6,2009-10-01,2009,"2009",10,"Oct",40,274,31,2.467,0.133,0.051
"5750",5750,"02/10/2009",2.8,2009-10-02,2009,"2009",10,"Oct",40,275,31,2.471,0.329,0.118
"5751",5751,"03/10/2009",2.6,2009-10-03,2009,"2009",10,"Oct",40,276,31,2.474,0.126,0.048
"5752",5752,"04/10/2009",2.5,2009-10-04,2009,"2009",10,"Oct",40,277,31,2.476,0.024,0.01
"5753",5753,"05/10/2009",6.4,2009-10-05,2009,"2009",10,"Oct",40,278,31,2.483,3.917,0.612
"5754",5754,"06/10/2009",5.3,2009-10-06,2009,"2009",10,"Oct",40,279,31,2.504,2.796,0.528
"5755",5755,"07/10/2009",3.9,2009-10-07,2009,"2009",10,"Oct",40,280,31,2.538,1.362,0.349
"5756",5756,"08/10/2009",3.5,2009-10-08,2009,"2009",10,"Oct",41,281,31,2.575,0.925,0.264
"5757",5757,"09/10/2009",5,2009-10-09,2009,"2009",10,"Oct",41,282,31,2.616,2.384,0.477
"5758",5758,"10/10/2009",7.1,2009-10-10,2009,"2009",10,"Oct",41,283,31,2.657,4.443,0.626
"5759",5759,"11/10/2009",4.3,2009-10-11,2009,"2009",10,"Oct",41,284,31,2.696,1.604,0.373
"5760",5760,"12/10/2009",4.7,2009-10-12,2009,"2009",10,"Oct",41,285,31,2.729,1.971,0.419
"5761",5761,"13/10/2009",3.8,2009-10-13,2009,"2009",10,"Oct",41,286,31,2.757,1.043,0.274
"5762",5762,"14/10/2009",4.4,2009-10-14,2009,"2009",10,"Oct",41,287,31,2.78,1.62,0.368
"5763",5763,"15/10/2009",3.6,2009-10-15,2009,"2009",10,"Oct",42,288,31,2.797,0.803,0.223
"5764",5764,"16/10/2009",3.3,2009-10-16,2009,"2009",10,"Oct",42,289,31,2.81,0.49,0.148
"5765",5765,"17/10/2009",3.1,2009-10-17,2009,"2009",10,"Oct",42,290,31,2.82,0.28,0.09
"5766",5766,"18/10/2009",3,2009-10-18,2009,"2009",10,"Oct",42,291,31,2.827,0.173,0.058
"5767",5767,"19/10/2009",3,2009-10-19,2009,"2009",10,"Oct",42,292,31,2.834,0.166,0.055
"5768",5768,"20/10/2009",3,2009-10-20,2009,"2009",10,"Oct",42,293,31,2.839,0.161,0.054
"5769",5769,"21/10/2009",2.9,2009-10-21,2009,"2009",10,"Oct",42,294,31,2.844,0.056,0.019
"5770",5770,"22/10/2009",2.9,2009-10-22,2009,"2009",10,"Oct",43,295,31,2.848,0.052,0.018
"5771",5771,"23/10/2009",3.3,2009-10-23,2009,"2009",10,"Oct",43,296,31,2.853,0.447,0.135
"5772",5772,"24/10/2009",3.3,2009-10-24,2009,"2009",10,"Oct",43,297,31,2.858,0.442,0.134
"5773",5773,"25/10/2009",4.1,2009-10-25,2009,"2009",10,"Oct",43,298,31,2.867,1.233,0.301
"5774",5774,"26/10/2009",5.1,2009-10-26,2009,"2009",10,"Oct",43,299,31,2.882,2.218,0.435
"5775",5775,"27/10/2009",4,2009-10-27,2009,"2009",10,"Oct",43,300,31,2.902,1.098,0.274
"5776",5776,"28/10/2009",3.5,2009-10-28,2009,"2009",10,"Oct",43,301,31,2.924,0.576,0.165
"5777",5777,"29/10/2009",4,2009-10-29,2009,"2009",10,"Oct",44,302,31,2.944,1.056,0.264
"5778",5778,"30/10/2009",3.6,2009-10-30,2009,"2009",10,"Oct",44,303,31,2.962,0.638,0.177
"5779",5779,"31/10/2009",3.4,2009-10-31,2009,"2009",10,"Oct",44,304,31,2.978,0.422,0.124
"5780",5780,"01/11/2009",3.4,2009-11-01,2009,"2009",11,"Nov",44,305,30,2.991,0.409,0.12
"5781",5781,"02/11/2009",5.9,2009-11-02,2009,"2009",11,"Nov",44,306,30,3.002,2.898,0.491
"5782",5782,"03/11/2009",4.6,2009-11-03,2009,"2009",11,"Nov",44,307,30,3.01,1.59,0.346
"5783",5783,"04/11/2009",4.4,2009-11-04,2009,"2009",11,"Nov",44,308,30,3.015,1.385,0.315
"5784",5784,"05/11/2009",4.7,2009-11-05,2009,"2009",11,"Nov",45,309,30,3,1.7,0.362
"5785",5785,"06/11/2009",4.3,2009-11-06,2009,"2009",11,"Nov",45,310,30,2.938,1.362,0.317
"5786",5786,"07/11/2009",7.6,2009-11-07,2009,"2009",11,"Nov",45,311,30,2.864,4.736,0.623
"5787",5787,"08/11/2009",3.6,2009-11-08,2009,"2009",11,"Nov",45,312,30,2.79,0.81,0.225
"5788",5788,"09/11/2009",3.2,2009-11-09,2009,"2009",11,"Nov",45,313,30,2.74,0.46,0.144
"5789",5789,"10/11/2009",3,2009-11-10,2009,"2009",11,"Nov",45,314,30,2.711,0.289,0.096
"5790",5790,"11/11/2009",2.7,2009-11-11,2009,"2009",11,"Nov",45,315,30,2.7,0,0
"5791",5791,"12/11/2009",5.9,2009-11-12,2009,"2009",11,"Nov",46,316,30,2.705,3.196,0.542
"5792",5792,"13/11/2009",7.5,2009-11-13,2009,"2009",11,"Nov",46,317,30,2.724,4.776,0.637
"5793",5793,"14/11/2009",6.4,2009-11-14,2009,"2009",11,"Nov",46,318,30,2.764,3.636,0.568
"5794",5794,"15/11/2009",4.8,2009-11-15,2009,"2009",11,"Nov",46,319,30,2.818,1.982,0.413
"5795",5795,"16/11/2009",7.9,2009-11-16,2009,"2009",11,"Nov",46,320,30,2.882,5.018,0.635
"5796",5796,"17/11/2009",7.1,2009-11-17,2009,"2009",11,"Nov",46,321,30,2.952,4.148,0.584
"5797",5797,"18/11/2009",5.9,2009-11-18,2009,"2009",11,"Nov",46,322,30,3.019,2.881,0.488
"5798",5798,"19/11/2009",6.3,2009-11-19,2009,"2009",11,"Nov",47,323,30,3.079,3.221,0.511
"5799",5799,"20/11/2009",6.5,2009-11-20,2009,"2009",11,"Nov",47,324,30,3.131,3.369,0.518
"5800",5800,"21/11/2009",5.8,2009-11-21,2009,"2009",11,"Nov",47,325,30,3.175,2.625,0.453
"5801",5801,"22/11/2009",5.8,2009-11-22,2009,"2009",11,"Nov",47,326,30,3.209,2.591,0.447
"5802",5802,"23/11/2009",5,2009-11-23,2009,"2009",11,"Nov",47,327,30,3.235,1.765,0.353
"5803",5803,"24/11/2009",5.9,2009-11-24,2009,"2009",11,"Nov",47,328,30,3.251,2.649,0.449
"5804",5804,"25/11/2009",4.8,2009-11-25,2009,"2009",11,"Nov",47,329,30,3.257,1.543,0.321
"5805",5805,"26/11/2009",4.4,2009-11-26,2009,"2009",11,"Nov",48,330,30,3.173,1.227,0.279
"5806",5806,"27/11/2009",4.1,2009-11-27,2009,"2009",11,"Nov",48,331,30,3.086,1.014,0.247
"5807",5807,"28/11/2009",3.8,2009-11-28,2009,"2009",11,"Nov",48,332,30,3.016,0.784,0.206
"5808",5808,"29/11/2009",3.5,2009-11-29,2009,"2009",11,"Nov",48,333,30,2.964,0.536,0.153
"5809",5809,"30/11/2009",3.3,2009-11-30,2009,"2009",11,"Nov",48,334,30,2.929,0.371,0.112
"5810",5810,"01/12/2009",4.2,2009-12-01,2009,"2009",12,"Dec",48,335,31,2.897,1.303,0.31
"5811",5811,"02/12/2009",3.9,2009-12-02,2009,"2009",12,"Dec",48,336,31,2.86,1.04,0.267
"5812",5812,"03/12/2009",3.7,2009-12-03,2009,"2009",12,"Dec",49,337,31,2.816,0.884,0.239
"5813",5813,"04/12/2009",3.7,2009-12-04,2009,"2009",12,"Dec",49,338,31,2.766,0.934,0.252
"5814",5814,"05/12/2009",3.4,2009-12-05,2009,"2009",12,"Dec",49,339,31,2.713,0.687,0.202
"5815",5815,"06/12/2009",3.3,2009-12-06,2009,"2009",12,"Dec",49,340,31,2.661,0.639,0.194
"5816",5816,"07/12/2009",3.2,2009-12-07,2009,"2009",12,"Dec",49,341,31,2.613,0.587,0.183
"5817",5817,"08/12/2009",3.1,2009-12-08,2009,"2009",12,"Dec",49,342,31,2.57,0.53,0.171
"5818",5818,"09/12/2009",3,2009-12-09,2009,"2009",12,"Dec",49,343,31,2.531,0.469,0.156
"5819",5819,"10/12/2009",2.9,2009-12-10,2009,"2009",12,"Dec",50,344,31,2.497,0.403,0.139
"5820",5820,"11/12/2009",2.8,2009-12-11,2009,"2009",12,"Dec",50,345,31,2.468,0.332,0.119
"5821",5821,"12/12/2009",2.7,2009-12-12,2009,"2009",12,"Dec",50,346,31,2.446,0.254,0.094
"5822",5822,"13/12/2009",3,2009-12-13,2009,"2009",12,"Dec",50,347,31,2.425,0.575,0.192
"5823",5823,"14/12/2009",3.7,2009-12-14,2009,"2009",12,"Dec",50,348,31,2.399,1.301,0.352
"5824",5824,"15/12/2009",3.1,2009-12-15,2009,"2009",12,"Dec",50,349,31,2.368,0.732,0.236
